scenario,model,product,location,period,internal,external,inventory,max_inventory_violation,ontime_Strategic,unserved_Strategic,ontime_Standard,unserved_Standard,ontime_Spot,unserved_Spot
Scaled stress test,C_governed_hybrid,P10,L06,10,48.0,0.0,0.0,0.0,14.0,0.0,22.0,0.0,12.0,0.0
Scaled stress test,C_governed_hybrid,P10,L06,11,34.0,0.0,0.0,0.0,16.0,0.0,9.0,0.0,9.0,0.0
Scaled stress test,C_governed_hybrid,P10,L06,12,39.0,0.0,0.0,0.0,21.0,0.0,9.0,0.0,9.0,0.0
Scaled stress test,C_governed_hybrid,P10,L07,1,7.0,0.0,0.0,0.0,21.0,0.0,9.0,0.0,4.0,0.0
Scaled stress test,C_governed_hybrid,P10,L07,2,37.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,10.0,0.0
Scaled stress test,C_governed_hybrid,P10,L07,3,54.0,0.0,0.0,0.0,29.0,0.0,19.0,0.0,6.0,0.0
Scaled stress test,C_governed_hybrid,P10,L07,4,57.0,0.0,0.0,0.0,25.0,0.0,19.0,0.0,13.0,0.0
Scaled stress test,C_governed_hybrid,P10,L07,5,60.0,0.0,0.0,0.0,29.0,0.0,17.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P10,L07,6,42.0,0.0,0.0,0.0,16.0,0.0,17.0,0.0,9.0,0.0
Scaled stress test,C_governed_hybrid,P10,L07,7,32.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,5.0,0.0
Scaled stress test,C_governed_hybrid,P10,L07,8,49.0,0.0,0.0,0.0,22.0,0.0,13.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P10,L07,9,62.0,0.0,0.0,0.0,30.0,0.0,24.0,0.0,8.0,0.0
Scaled stress test,C_governed_hybrid,P10,L07,10,45.0,0.0,0.0,0.0,15.0,0.0,13.0,0.0,17.0,0.0
Scaled stress test,C_governed_hybrid,P10,L07,11,43.0,0.0,0.0,0.0,23.0,0.0,9.0,0.0,11.0,0.0
Scaled stress test,C_governed_hybrid,P10,L07,12,47.0,0.0,0.0,0.0,16.0,0.0,24.0,0.0,7.0,0.0
Scaled stress test,C_governed_hybrid,P10,L08,1,23.0,0.0,0.0,0.0,28.0,0.0,16.0,0.0,6.0,0.0
Scaled stress test,C_governed_hybrid,P10,L08,2,59.0,0.0,0.0,0.0,29.0,0.0,22.0,0.0,8.0,0.0
Scaled stress test,C_governed_hybrid,P10,L08,3,42.0,0.0,0.0,0.0,20.0,0.0,15.0,0.0,7.0,0.0
Scaled stress test,C_governed_hybrid,P10,L08,4,56.0,0.0,0.0,0.0,28.0,0.0,16.0,0.0,12.0,0.0
Scaled stress test,C_governed_hybrid,P10,L08,5,66.0,0.0,0.0,0.0,27.0,0.0,25.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P10,L08,6,35.0,0.0,0.0,0.0,15.0,0.0,9.0,0.0,11.0,0.0
Scaled stress test,C_governed_hybrid,P10,L08,7,50.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P10,L08,8,53.0,0.0,0.0,0.0,20.0,0.0,23.0,0.0,10.0,0.0
Scaled stress test,C_governed_hybrid,P10,L08,9,47.0,0.0,0.0,0.0,19.0,0.0,15.0,0.0,13.0,0.0
Scaled stress test,C_governed_hybrid,P10,L08,10,44.0,0.0,0.0,0.0,22.0,0.0,13.0,0.0,9.0,0.0
Scaled stress test,C_governed_hybrid,P10,L08,11,58.0,0.0,0.0,0.0,21.0,0.0,23.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P10,L08,12,58.0,0.0,0.0,0.0,23.0,0.0,21.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P10,L09,1,15.0,0.0,0.0,0.0,16.0,0.0,18.0,0.0,5.0,0.0
Scaled stress test,C_governed_hybrid,P10,L09,2,54.0,0.0,0.0,0.0,30.0,0.0,16.0,0.0,8.0,0.0
Scaled stress test,C_governed_hybrid,P10,L09,3,48.0,0.0,0.0,0.0,21.0,0.0,23.0,0.0,4.0,0.0
Scaled stress test,C_governed_hybrid,P10,L09,4,56.0,0.0,0.0,0.0,24.0,0.0,12.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P10,L09,5,69.0,0.0,0.0,0.0,30.0,0.0,20.0,0.0,19.0,0.0
Scaled stress test,C_governed_hybrid,P10,L09,6,41.0,0.0,0.0,0.0,23.0,0.0,11.0,0.0,7.0,0.0
Scaled stress test,C_governed_hybrid,P10,L09,7,54.0,0.0,0.0,0.0,16.0,0.0,21.0,0.0,17.0,0.0
Scaled stress test,C_governed_hybrid,P10,L09,8,53.0,0.0,0.0,0.0,16.0,0.0,17.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P10,L09,9,66.0,0.0,0.0,0.0,28.0,0.0,19.0,0.0,19.0,0.0
Scaled stress test,C_governed_hybrid,P10,L09,10,65.0,0.0,0.0,0.0,27.0,0.0,20.0,0.0,18.0,0.0
Scaled stress test,C_governed_hybrid,P10,L09,11,41.0,0.0,0.0,0.0,24.0,0.0,10.0,0.0,7.0,0.0
Scaled stress test,C_governed_hybrid,P10,L09,12,51.0,0.0,0.0,0.0,28.0,0.0,11.0,0.0,12.0,0.0
Scaled stress test,C_governed_hybrid,P10,L10,1,22.0,0.0,0.0,0.0,16.0,0.0,23.0,0.0,5.0,0.0
Scaled stress test,C_governed_hybrid,P10,L10,2,52.0,0.0,0.0,0.0,16.0,0.0,19.0,0.0,17.0,0.0
Scaled stress test,C_governed_hybrid,P10,L10,3,45.0,0.0,0.0,0.0,16.0,0.0,13.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P10,L10,4,32.0,0.0,0.0,0.0,17.0,0.0,10.0,0.0,5.0,0.0
Scaled stress test,C_governed_hybrid,P10,L10,5,50.0,0.0,0.0,0.0,18.0,0.0,25.0,0.0,7.0,0.0
Scaled stress test,C_governed_hybrid,P10,L10,6,44.0,0.0,0.0,0.0,16.0,0.0,19.0,0.0,9.0,0.0
Scaled stress test,C_governed_hybrid,P10,L10,7,52.0,0.0,0.0,0.0,27.0,0.0,14.0,0.0,11.0,0.0
Scaled stress test,C_governed_hybrid,P10,L10,8,62.0,0.0,0.0,0.0,26.0,0.0,22.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P10,L10,9,51.0,0.0,0.0,0.0,17.0,0.0,16.0,0.0,18.0,0.0
Scaled stress test,C_governed_hybrid,P10,L10,10,40.0,0.0,0.0,0.0,17.0,0.0,11.0,0.0,12.0,0.0
Scaled stress test,C_governed_hybrid,P10,L10,11,61.0,0.0,0.0,0.0,26.0,0.0,24.0,0.0,11.0,0.0
Scaled stress test,C_governed_hybrid,P10,L10,12,62.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P11,L01,1,42.0,0.0,0.0,0.0,20.0,0.0,24.0,0.0,7.0,0.0
Scaled stress test,C_governed_hybrid,P11,L01,2,60.0,0.0,0.0,0.0,30.0,0.0,19.0,0.0,11.0,0.0
Scaled stress test,C_governed_hybrid,P11,L01,3,66.0,0.0,0.0,0.0,22.0,0.0,25.0,0.0,19.0,0.0
Scaled stress test,C_governed_hybrid,P11,L01,4,51.0,0.0,0.0,0.0,18.0,0.0,19.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P11,L01,5,56.0,0.0,0.0,0.0,24.0,0.0,15.0,0.0,17.0,0.0
Scaled stress test,C_governed_hybrid,P11,L01,6,45.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,15.0,0.0
Scaled stress test,C_governed_hybrid,P11,L01,7,37.0,0.0,0.0,0.0,22.0,0.0,10.0,0.0,5.0,0.0
Scaled stress test,C_governed_hybrid,P11,L01,8,54.0,0.0,0.0,0.0,24.0,0.0,16.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P11,L01,9,55.0,0.0,0.0,0.0,22.0,0.0,20.0,0.0,13.0,0.0
Scaled stress test,C_governed_hybrid,P11,L01,10,62.0,0.0,0.0,0.0,25.0,0.0,21.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P11,L01,11,37.0,0.0,0.0,0.0,17.0,0.0,16.0,0.0,4.0,0.0
Scaled stress test,C_governed_hybrid,P11,L01,12,48.0,0.0,0.0,0.0,27.0,0.0,16.0,0.0,5.0,0.0
Scaled stress test,C_governed_hybrid,P11,L02,1,51.0,0.0,0.0,0.0,30.0,0.0,19.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P11,L02,2,47.0,0.0,0.0,0.0,23.0,0.0,13.0,0.0,11.0,0.0
Scaled stress test,C_governed_hybrid,P11,L02,3,49.0,0.0,0.0,0.0,24.0,0.0,10.0,0.0,15.0,0.0
Scaled stress test,C_governed_hybrid,P11,L02,4,46.0,0.0,0.0,0.0,19.0,0.0,19.0,0.0,8.0,0.0
Scaled stress test,C_governed_hybrid,P11,L02,5,52.0,0.0,0.0,0.0,15.0,0.0,23.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P11,L02,6,57.0,0.0,0.0,0.0,28.0,0.0,15.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P11,L02,7,39.0,0.0,0.0,0.0,21.0,0.0,11.0,0.0,7.0,0.0
Scaled stress test,C_governed_hybrid,P11,L02,8,37.0,0.0,0.0,0.0,24.0,0.0,9.0,0.0,4.0,0.0
Scaled stress test,C_governed_hybrid,P11,L02,9,42.0,0.0,0.0,0.0,25.0,0.0,11.0,0.0,6.0,0.0
Scaled stress test,C_governed_hybrid,P11,L02,10,48.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,18.0,0.0
Scaled stress test,C_governed_hybrid,P11,L02,11,63.0,0.0,0.0,0.0,26.0,0.0,18.0,0.0,19.0,0.0
Scaled stress test,C_governed_hybrid,P11,L02,12,61.0,0.0,0.0,0.0,23.0,0.0,24.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P11,L03,1,32.0,0.0,0.0,0.0,17.0,0.0,25.0,0.0,6.0,0.0
Scaled stress test,C_governed_hybrid,P11,L03,2,54.0,0.0,0.0,0.0,28.0,0.0,22.0,0.0,4.0,0.0
Scaled stress test,C_governed_hybrid,P11,L03,3,46.0,0.0,0.0,0.0,21.0,0.0,15.0,0.0,10.0,0.0
Scaled stress test,C_governed_hybrid,P11,L03,4,42.0,0.0,0.0,0.0,25.0,0.0,12.0,0.0,5.0,0.0
Scaled stress test,C_governed_hybrid,P11,L03,5,44.0,0.0,0.0,0.0,27.0,0.0,9.0,0.0,8.0,0.0
Scaled stress test,C_governed_hybrid,P11,L03,6,50.0,0.0,0.0,0.0,16.0,0.0,14.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P11,L03,7,57.0,0.0,0.0,0.0,30.0,0.0,20.0,0.0,7.0,0.0
Scaled stress test,C_governed_hybrid,P11,L03,8,46.0,0.0,0.0,0.0,15.0,0.0,16.0,0.0,15.0,0.0
Scaled stress test,C_governed_hybrid,P11,L03,9,57.0,0.0,0.0,0.0,27.0,0.0,14.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P11,L03,10,48.0,0.0,0.0,0.0,16.0,0.0,22.0,0.0,10.0,0.0
Scaled stress test,C_governed_hybrid,P11,L03,11,62.0,0.0,0.0,0.0,23.0,0.0,19.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P11,L03,12,63.0,0.0,0.0,0.0,19.0,0.0,24.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P11,L04,1,20.0,0.0,0.0,0.0,19.0,0.0,14.0,0.0,4.0,0.0
Scaled stress test,C_governed_hybrid,P11,L04,2,42.0,0.0,0.0,0.0,17.0,0.0,20.0,0.0,5.0,0.0
Scaled stress test,C_governed_hybrid,P11,L04,3,50.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P11,L04,4,65.0,0.0,0.0,0.0,30.0,0.0,15.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P11,L04,5,41.0,0.0,0.0,0.0,18.0,0.0,15.0,0.0,8.0,0.0
Scaled stress test,C_governed_hybrid,P11,L04,6,54.0,0.0,0.0,0.0,28.0,0.0,9.0,0.0,17.0,0.0
Scaled stress test,C_governed_hybrid,P11,L04,7,50.0,0.0,0.0,0.0,22.0,0.0,17.0,0.0,11.0,0.0
Scaled stress test,C_governed_hybrid,P11,L04,8,63.0,0.0,0.0,0.0,20.0,0.0,25.0,0.0,18.0,0.0
Scaled stress test,C_governed_hybrid,P11,L04,9,39.0,0.0,0.0,0.0,16.0,0.0,9.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P11,L04,10,47.0,0.0,0.0,0.0,19.0,0.0,16.0,0.0,12.0,0.0
Scaled stress test,C_governed_hybrid,P11,L04,11,55.0,0.0,0.0,0.0,30.0,0.0,14.0,0.0,11.0,0.0
Scaled stress test,C_governed_hybrid,P11,L04,12,41.0,0.0,0.0,0.0,19.0,0.0,15.0,0.0,7.0,0.0
Scaled stress test,C_governed_hybrid,P11,L05,1,37.0,0.0,0.0,0.0,22.0,0.0,22.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P11,L05,2,56.0,0.0,0.0,0.0,29.0,0.0,9.0,0.0,18.0,0.0
Scaled stress test,C_governed_hybrid,P11,L05,3,44.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,17.0,0.0
Scaled stress test,C_governed_hybrid,P11,L05,4,56.0,0.0,0.0,0.0,24.0,0.0,23.0,0.0,9.0,0.0
Scaled stress test,C_governed_hybrid,P11,L05,5,56.0,0.0,0.0,0.0,20.0,0.0,19.0,0.0,17.0,0.0
Scaled stress test,C_governed_hybrid,P11,L05,6,47.0,0.0,0.0,0.0,21.0,0.0,15.0,0.0,11.0,0.0
Scaled stress test,C_governed_hybrid,P11,L05,7,64.0,0.0,0.0,0.0,27.0,0.0,20.0,0.0,17.0,0.0
Scaled stress test,C_governed_hybrid,P11,L05,8,47.0,0.0,0.0,0.0,23.0,0.0,14.0,0.0,10.0,0.0
Scaled stress test,C_governed_hybrid,P11,L05,9,39.0,0.0,0.0,0.0,16.0,0.0,13.0,0.0,10.0,0.0
Scaled stress test,C_governed_hybrid,P11,L05,10,56.0,0.0,0.0,0.0,24.0,0.0,12.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P11,L05,11,60.0,0.0,0.0,0.0,19.0,0.0,22.0,0.0,19.0,0.0
Scaled stress test,C_governed_hybrid,P11,L05,12,71.0,0.0,0.0,0.0,28.0,0.0,24.0,0.0,19.0,0.0
Scaled stress test,C_governed_hybrid,P11,L06,1,43.0,0.0,0.0,0.0,30.0,0.0,13.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P11,L06,2,47.0,0.0,0.0,0.0,21.0,0.0,11.0,0.0,15.0,0.0
Scaled stress test,C_governed_hybrid,P11,L06,3,53.0,0.0,0.0,0.0,26.0,0.0,11.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P11,L06,4,61.0,0.0,0.0,0.0,25.0,0.0,22.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P11,L06,5,57.0,0.0,0.0,0.0,26.0,0.0,13.0,0.0,18.0,0.0
Scaled stress test,C_governed_hybrid,P11,L06,6,43.0,0.0,0.0,0.0,14.0,0.0,10.0,0.0,19.0,0.0
Scaled stress test,C_governed_hybrid,P11,L06,7,68.0,0.0,0.0,0.0,30.0,0.0,21.0,0.0,17.0,0.0
Scaled stress test,C_governed_hybrid,P11,L06,8,41.0,0.0,0.0,0.0,23.0,0.0,14.0,0.0,4.0,0.0
Scaled stress test,C_governed_hybrid,P11,L06,9,54.0,0.0,0.0,0.0,18.0,0.0,20.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P11,L06,10,54.0,0.0,0.0,0.0,24.0,0.0,16.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P11,L06,11,49.0,0.0,0.0,0.0,19.0,0.0,21.0,0.0,9.0,0.0
Scaled stress test,C_governed_hybrid,P11,L06,12,34.0,0.0,0.0,0.0,17.0,0.0,13.0,0.0,4.0,0.0
Scaled stress test,C_governed_hybrid,P11,L07,1,43.0,0.0,0.0,0.0,22.0,0.0,20.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P11,L07,2,48.0,0.0,0.0,0.0,14.0,0.0,20.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P11,L07,3,55.0,0.0,0.0,0.0,29.0,0.0,12.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P11,L07,4,47.0,0.0,0.0,0.0,26.0,0.0,17.0,0.0,4.0,0.0
Scaled stress test,C_governed_hybrid,P11,L07,5,52.0,0.0,0.0,0.0,26.0,0.0,11.0,0.0,15.0,0.0
Scaled stress test,C_governed_hybrid,P11,L07,6,45.0,0.0,0.0,0.0,14.0,0.0,17.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P11,L07,7,59.0,0.0,0.0,0.0,29.0,0.0,14.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P11,L07,8,41.0,0.0,0.0,0.0,16.0,0.0,15.0,0.0,10.0,0.0
Scaled stress test,C_governed_hybrid,P11,L07,9,44.0,0.0,0.0,0.0,18.0,0.0,13.0,0.0,13.0,0.0
Scaled stress test,C_governed_hybrid,P11,L07,10,48.0,0.0,0.0,0.0,21.0,0.0,10.0,0.0,17.0,0.0
Scaled stress test,C_governed_hybrid,P11,L07,11,37.0,0.0,0.0,0.0,17.0,0.0,12.0,0.0,8.0,0.0
Scaled stress test,C_governed_hybrid,P11,L07,12,46.0,0.0,0.0,0.0,16.0,0.0,13.0,0.0,17.0,0.0
Scaled stress test,C_governed_hybrid,P11,L08,1,19.0,0.0,0.0,0.0,27.0,0.0,11.0,0.0,9.0,0.0
Scaled stress test,C_governed_hybrid,P11,L08,2,41.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,5.0,0.0
Scaled stress test,C_governed_hybrid,P11,L08,3,36.0,0.0,0.0,0.0,15.0,0.0,14.0,0.0,7.0,0.0
Scaled stress test,C_governed_hybrid,P11,L08,4,42.0,0.0,0.0,0.0,14.0,0.0,19.0,0.0,9.0,0.0
Scaled stress test,C_governed_hybrid,P11,L08,5,49.0,0.0,0.0,0.0,28.0,0.0,14.0,0.0,7.0,0.0
Scaled stress test,C_governed_hybrid,P11,L08,6,50.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,10.0,0.0
Scaled stress test,C_governed_hybrid,P11,L08,7,53.0,0.0,0.0,0.0,17.0,0.0,22.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P11,L08,8,62.0,0.0,0.0,0.0,27.0,0.0,17.0,0.0,18.0,0.0
Scaled stress test,C_governed_hybrid,P11,L08,9,47.0,0.0,0.0,0.0,29.0,0.0,9.0,0.0,9.0,0.0
Scaled stress test,C_governed_hybrid,P11,L08,10,47.0,0.0,0.0,0.0,19.0,0.0,13.0,0.0,15.0,0.0
Scaled stress test,C_governed_hybrid,P11,L08,11,58.0,0.0,0.0,0.0,15.0,0.0,23.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P11,L08,12,42.0,0.0,0.0,0.0,15.0,0.0,23.0,0.0,4.0,0.0
Scaled stress test,C_governed_hybrid,P11,L09,1,41.0,0.0,0.0,0.0,24.0,0.0,21.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P11,L09,2,48.0,0.0,0.0,0.0,18.0,0.0,10.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P11,L09,3,59.0,0.0,0.0,0.0,29.0,0.0,14.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P11,L09,4,59.0,0.0,0.0,0.0,14.0,0.0,25.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P11,L09,5,51.0,0.0,0.0,0.0,14.0,0.0,20.0,0.0,17.0,0.0
Scaled stress test,C_governed_hybrid,P11,L09,6,58.0,0.0,0.0,0.0,20.0,0.0,21.0,0.0,17.0,0.0
Scaled stress test,C_governed_hybrid,P11,L09,7,57.0,0.0,0.0,0.0,29.0,0.0,14.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P11,L09,8,53.0,0.0,0.0,0.0,26.0,0.0,15.0,0.0,12.0,0.0
Scaled stress test,C_governed_hybrid,P11,L09,9,43.0,0.0,0.0,0.0,20.0,0.0,9.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P11,L09,10,50.0,0.0,0.0,0.0,22.0,0.0,19.0,0.0,9.0,0.0
Scaled stress test,C_governed_hybrid,P11,L09,11,52.0,0.0,0.0,0.0,29.0,0.0,17.0,0.0,6.0,0.0
Scaled stress test,C_governed_hybrid,P11,L09,12,45.0,0.0,0.0,0.0,15.0,0.0,13.0,0.0,17.0,0.0
Scaled stress test,C_governed_hybrid,P11,L10,1,19.0,0.0,0.0,0.0,27.0,0.0,9.0,0.0,6.0,0.0
Scaled stress test,C_governed_hybrid,P11,L10,2,46.0,0.0,0.0,0.0,18.0,0.0,12.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P11,L10,3,57.0,0.0,0.0,0.0,17.0,0.0,22.0,0.0,18.0,0.0
Scaled stress test,C_governed_hybrid,P11,L10,4,51.0,0.0,0.0,0.0,22.0,0.0,11.0,0.0,18.0,0.0
Scaled stress test,C_governed_hybrid,P11,L10,5,42.0,0.0,0.0,0.0,25.0,0.0,12.0,0.0,5.0,0.0
Scaled stress test,C_governed_hybrid,P11,L10,6,44.0,0.0,0.0,0.0,23.0,0.0,15.0,0.0,6.0,0.0
Scaled stress test,C_governed_hybrid,P11,L10,7,54.0,0.0,0.0,0.0,22.0,0.0,17.0,0.0,15.0,0.0
Scaled stress test,C_governed_hybrid,P11,L10,8,75.0,0.0,0.0,0.0,30.0,0.0,25.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P11,L10,9,59.0,0.0,0.0,0.0,22.0,0.0,23.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P11,L10,10,46.0,0.0,0.0,0.0,29.0,0.0,12.0,0.0,5.0,0.0
Scaled stress test,C_governed_hybrid,P11,L10,11,41.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,5.0,0.0
Scaled stress test,C_governed_hybrid,P11,L10,12,54.0,0.0,0.0,0.0,18.0,0.0,20.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P12,L01,1,38.0,0.0,0.0,0.0,29.0,0.0,9.0,0.0,6.0,0.0
Scaled stress test,C_governed_hybrid,P12,L01,2,48.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,18.0,0.0
Scaled stress test,C_governed_hybrid,P12,L01,3,53.0,0.0,0.0,0.0,29.0,0.0,11.0,0.0,13.0,0.0
Scaled stress test,C_governed_hybrid,P12,L01,4,39.0,0.0,0.0,0.0,19.0,0.0,13.0,0.0,7.0,0.0
Scaled stress test,C_governed_hybrid,P12,L01,5,56.0,0.0,0.0,0.0,19.0,0.0,25.0,0.0,12.0,0.0
Scaled stress test,C_governed_hybrid,P12,L01,6,44.0,0.0,0.0,0.0,19.0,0.0,14.0,0.0,11.0,0.0
Scaled stress test,C_governed_hybrid,P12,L01,7,50.0,0.0,0.0,0.0,21.0,0.0,17.0,0.0,12.0,0.0
Scaled stress test,C_governed_hybrid,P12,L01,8,40.0,0.0,0.0,0.0,15.0,0.0,16.0,0.0,9.0,0.0
Scaled stress test,C_governed_hybrid,P12,L01,9,50.0,0.0,0.0,0.0,23.0,0.0,11.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P12,L01,10,50.0,0.0,0.0,0.0,28.0,0.0,15.0,0.0,7.0,0.0
Scaled stress test,C_governed_hybrid,P12,L01,11,53.0,0.0,0.0,0.0,29.0,0.0,19.0,0.0,5.0,0.0
Scaled stress test,C_governed_hybrid,P12,L01,12,60.0,0.0,0.0,0.0,26.0,0.0,16.0,0.0,18.0,0.0
Scaled stress test,C_governed_hybrid,P12,L02,1,43.0,0.0,0.0,0.0,30.0,0.0,12.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P12,L02,2,51.0,0.0,0.0,0.0,19.0,0.0,13.0,0.0,19.0,0.0
Scaled stress test,C_governed_hybrid,P12,L02,3,61.0,0.0,0.0,0.0,29.0,0.0,17.0,0.0,15.0,0.0
Scaled stress test,C_governed_hybrid,P12,L02,4,57.0,0.0,0.0,0.0,29.0,0.0,19.0,0.0,9.0,0.0
Scaled stress test,C_governed_hybrid,P12,L02,5,53.0,0.0,0.0,0.0,17.0,0.0,20.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P12,L02,6,55.0,0.0,0.0,0.0,18.0,0.0,24.0,0.0,13.0,0.0
Scaled stress test,C_governed_hybrid,P12,L02,7,54.0,0.0,0.0,0.0,26.0,0.0,14.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P12,L02,8,43.0,0.0,0.0,0.0,14.0,0.0,19.0,0.0,10.0,0.0
Scaled stress test,C_governed_hybrid,P12,L02,9,53.0,0.0,0.0,0.0,17.0,0.0,18.0,0.0,18.0,0.0
Scaled stress test,C_governed_hybrid,P12,L02,10,64.0,0.0,0.0,0.0,25.0,0.0,20.0,0.0,19.0,0.0
Scaled stress test,C_governed_hybrid,P12,L02,11,49.0,0.0,0.0,0.0,20.0,0.0,14.0,0.0,15.0,0.0
Scaled stress test,C_governed_hybrid,P12,L02,12,51.0,0.0,0.0,0.0,20.0,0.0,18.0,0.0,13.0,0.0
Scaled stress test,C_governed_hybrid,P12,L03,1,23.0,0.0,0.0,0.0,27.0,0.0,9.0,0.0,10.0,0.0
Scaled stress test,C_governed_hybrid,P12,L03,2,51.0,0.0,0.0,0.0,16.0,0.0,15.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P12,L03,3,40.0,0.0,0.0,0.0,17.0,0.0,16.0,0.0,7.0,0.0
Scaled stress test,C_governed_hybrid,P12,L03,4,45.0,0.0,0.0,0.0,23.0,0.0,12.0,0.0,10.0,0.0
Scaled stress test,C_governed_hybrid,P12,L03,5,36.0,0.0,0.0,0.0,14.0,0.0,17.0,0.0,5.0,0.0
Scaled stress test,C_governed_hybrid,P12,L03,6,47.0,0.0,0.0,0.0,16.0,0.0,17.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P12,L03,7,56.0,0.0,0.0,0.0,14.0,0.0,25.0,0.0,17.0,0.0
Scaled stress test,C_governed_hybrid,P12,L03,8,38.0,0.0,0.0,0.0,19.0,0.0,9.0,0.0,10.0,0.0
Scaled stress test,C_governed_hybrid,P12,L03,9,43.0,0.0,0.0,0.0,21.0,0.0,12.0,0.0,10.0,0.0
Scaled stress test,C_governed_hybrid,P12,L03,10,54.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P12,L03,11,51.0,0.0,0.0,0.0,26.0,0.0,21.0,0.0,4.0,0.0
Scaled stress test,C_governed_hybrid,P12,L03,12,51.0,0.0,0.0,0.0,27.0,0.0,12.0,0.0,12.0,0.0
Scaled stress test,C_governed_hybrid,P12,L04,1,15.0,0.0,0.0,0.0,14.0,0.0,10.0,0.0,17.0,0.0
Scaled stress test,C_governed_hybrid,P12,L04,2,55.0,0.0,0.0,0.0,26.0,0.0,14.0,0.0,15.0,0.0
Scaled stress test,C_governed_hybrid,P12,L04,3,53.0,0.0,0.0,0.0,25.0,0.0,13.0,0.0,15.0,0.0
